LVV Plateau Nord - Base de données Comptages;;;;;;Idéalement tranches de 15';;;;;;
JJ/MM/AAAA;Liste;Provenance/Destination;Sud/Nord/Montant...;H/F/Mixte/Enfant;Vélo/Cargos/EDPM;HH:MM;HH:MM;/!\ Bien indiquer 0 si personne;;Nom Prénom;;
10/06/2025;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Cargo/Longtail/Remorque;08:00;08:15;1;;Simon/Philippe;;
10/06/2025;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Cargo/Longtail/Remorque;08:15;08:30;1;;Simon/Philippe;;
10/06/2025;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Cargo/Longtail/Remorque;08:30;08:45;0;;Simon/Philippe;;
10/06/2025;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Cargo/Longtail/Remorque;08:45;09:00;0;;Simon/Philippe;;
10/06/2025;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Trotinette/EDPM;07:30;07:45;0;;Simon/Philippe;;
10/06/2025;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Trotinette/EDPM;07:45;08:00;0;;Simon/Philippe;;
10/06/2025;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Trotinette/EDPM;08:00;08:15;0;;Simon/Philippe;;
10/06/2025;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Trotinette/EDPM;08:15;08:30;1;;Simon/Philippe;;
10/06/2025;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Trotinette/EDPM;08:30;08:45;0;;Simon/Philippe;;
10/06/2025;Montée de la Boucle;Sortie Henri Dor;Montée;Féminin;Trotinette/EDPM;08:45;09:00;0;;Simon/Philippe;;
05/12/2023;Montée Sathonay Village;Tous;Toutes;Masculin;Vélo;07:30;09:00;13;Détails dans fichier;Pascal;;
05/12/2023;Montée Sathonay Village;Tous;Toutes;Féminin;Vélo;07:30;09:00;13;Détails dans fichier;Pascal;;
05/12/2023;Montée Sathonay Village;Tous;Toutes;Masculin;Cargo/Longtail/Remorque;07:30;09:00;0;Détails dans fichier;Pascal;;
05/12/2023;Montée Sathonay Village;Tous;Toutes;Féminin;Cargo/Longtail/Remorque;07:30;09:00;0;Détails dans fichier;Pascal;;
05/12/2023;Montée Sathonay Village;Tous;Toutes;Enfant seul;Vélo;07:30;09:00;0;Détails dans fichier;Pascal;;
06/12/2022;Montée Sathonay Village;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;22;Total yc cargo et enfants;;;
03/12/2024;Montée Sathonay Village;Unique;descente;Masculin;Vélo;07:30;07:45;9;;Pascal;;
03/12/2024;Montée Sathonay Village;Unique;descente;Féminin;Vélo;07:30;07:45;0;;Pascal;;
03/12/2024;Montée Sathonay Village;Unique;descente;Masculin;Vélo;07:45;08:00;1;;Pascal;;
03/12/2024;Montée Sathonay Village;Unique;descente;Féminin;Vélo;07:45;08:00;1;;Pascal;;
03/12/2024;Montée Sathonay Village;Unique;descente;Masculin;Vélo;08:00;08:15;5;;Pascal;;
03/12/2024;Montée Sathonay Village;Unique;descente;Féminin;Vélo;08:00;08:15;5;;Pascal;;
03/12/2024;Montée Sathonay Village;Unique;descente;Masculin;Vélo;08:15;08:30;3;;Pascal;;
03/12/2024;Montée Sathonay Village;Unique;descente;Féminin;Vélo;08:15;08:30;1;;Pascal;;
03/12/2024;Montée Sathonay Village;Unique;descente;Masculin;Vélo;08:30;08:45;3;;Pascal;;
03/12/2024;Montée Sathonay Village;Unique;descente;Féminin;Vélo;08:30;08:45;1;;Pascal;;
03/12/2024;Montée Sathonay Village;Unique;descente;Masculin;Vélo;08:45;09:00;2;;Pascal;;
03/12/2024;Montée Sathonay Village;Unique;descente;Féminin;Vélo;08:45;09:00;1;;Pascal;;
03/12/2024;Montée Sathonay Village;Unique;descente;Enfant seul;Trotinette/EDPM;08:45;09:00;1;;Pascal;;
14/06/2022;Montée Sathonay Village;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;30;Total repris ancien fichier;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Masculin;Vélo;07:30;07:45;5;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Féminin;Vélo;07:30;07:45;4;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Masculin;Vélo;07:45;08:00;3;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Féminin;Vélo;07:45;08:00;5;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Féminin;Cargo/Longtail/Remorque;07:45;08:00;1;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Enfant seul;Trotinette/EDPM;07:45;08:00;1;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Masculin;Vélo;08:00;08:15;2;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Féminin;Vélo;08:00;08:15;4;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Enfant seul;Trotinette/EDPM;08:00;08:15;1;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Masculin;Vélo;08:15;08:30;1;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Masculin;Cargo/Longtail/Remorque;08:15;08:30;1;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Féminin;Vélo;08:15;08:30;1;;Pascal;;
10/06/25;Montée Sathonay Village;;Montée;Féminin;Vélo;08:15;08:30;1;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Masculin;Vélo;08:30;08:45;4;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Masculin;Cargo/Longtail/Remorque;08:30;08:45;1;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Féminin;Vélo;08:30;08:45;5;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Masculin;Trotinette/EDPM;08:30;08:45;1;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Masculin;Vélo;08:45;09:00;2;;Pascal;;
10/06/25;Montée Sathonay Village;;Descente;Féminin;Vélo;08:45;09:00;0;;Pascal;;
11/06/24;Montée Sathonay Village;Tous;Toutes;Indéfini/Mixte;Vélo;07:30:00;09:00:00;40;Reprise ancien fichier;Pascal;;
11/06/24;Montée Sathonay Village;Tous;Toutes;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30:00;09:00:00;2;Reprise ancien fichier;Pascal;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;07:45;37;Détails dans fichier;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Vélo;07:45;08:00;46;Détails dans fichier;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Vélo;08:00;08:15;48;Détails dans fichier;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Vélo;08:15;08:30;68;Détails dans fichier;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Vélo;08:30;08:45;87;Détails dans fichier;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Vélo;08:45;09:00;54;Détails dans fichier;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;1;Détails dans fichier;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;1;Détails dans fichier;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;1;Détails dans fichier;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;1;Détails dans fichier;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;5;Détails dans fichier;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Cargo/Longtail/Remorque;08:45;09:00;9;Détails dans fichier;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Enfant seul;Vélo;07:30;07:45;0;;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Enfant seul;Vélo;07:45;08:00;0;;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Enfant seul;Vélo;08:00;08:15;1;;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Enfant seul;Vélo;08:15;08:30;0;;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Enfant seul;Vélo;08:30;08:45;0;;Elisabeth;;
05/12/2023;Passerelle de la Paix;Tous;Toutes;Enfant seul;Vélo;08:45;09:00;0;;Elisabeth;;
06/12/2022;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;287;Total yc cargo et enfants;;;
07/12/2021;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;240;Total yc cargo et enfants;;;
02/02/2021;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;138;Total yc cargo et enfants;;;
10/12/2019;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Vélo;07:30;09:00;238;Total yc cargo et enfants;;;
07/12/2018;Passerelle de la Paix;Tous;Toutes;Indéfini/Mixte;Vélo;07:15;09:00;177;Total yc cargo et enfants;;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Vélo;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Vélo;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Vélo;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Vélo;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Vélo;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Vélo;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Vélo;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Vélo;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Vélo;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Vélo;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Vélo;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Vélo;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Vélo;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Vélo;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Vélo;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Vélo;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Vélo;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Vélo;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Vélo;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Vélo;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Vélo;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Vélo;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Vélo;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Vélo;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Vélo;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Vélo;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Vélo;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Vélo;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Vélo;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Vélo;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Vélo;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Vélo;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Vélo;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Vélo;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Vélo;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Vélo;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Vélo;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Vélo;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Vélo;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Vélo;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Vélo;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Vélo;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Vélo;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Vélo;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Vélo;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Vélo;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Vélo;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Vélo;08:45;09:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Cargo/Longtail/Remorque;07:30;07:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Cargo/Longtail/Remorque;07:45;08:00;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Cargo/Longtail/Remorque;08:00;08:15;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;vers la Cité internationale;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le nord;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au nord de la passerelle;vers le sud;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le nord;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Quai/ berges au sud de la passerelle;vers le sud;Indéfini/Mixte;Cargo/Longtail/Remorque;08:15;08:30;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;depuis Caluire;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Passerelle;vers Caluire;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
03/12/2024;Passerelle de la Paix;Traversée Quai Charles de Gaulle;depuis la Cité internationale;Indéfini/Mixte;Cargo/Longtail/Remorque;08:30;08:45;0;valeur a été div/2 car flux comptés en entrée+sortie;Jean-Daniel & Marlène;;
